text,label
"_ According to Mick Jagger, Hindu Ragas are more sfs sort of music",spam
 It takes a big man to type a sad tweet like that!,spam
 better than throwing them out,spam
 I was going to but I`m stuck with it as I seem to have misplaced my remote  It`s extra bad tonight as well :|,spam
 Big Thanks Melody!  Gotta love that sunshine-lots of vit D,notspam
i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink!! I LOVE YOU KAY thanks a heap  i win olivia,notspam
Hey! Let`s Follow each other! Wouldn`t that just be awesome!?,notspam
" loving the shoes perez, looking fine as always  oh,and lady gaga, what can I say. Outstanding!",notspam
"this evening,picking up n`pop and go for dinner at Ta Lum Tum Tum (som-tum),Major Avenue..decided to go home(not clubing tonite)..",spam
Paper writing til my heart`s content,spam
 awww such a sweetie. hope your mom has a wonderful mother`s day too,notspam
 yeah dude. Mike is out,spam
 It`s a great movie - My best is the Welsh flatmate,notspam
" I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",spam
Rachel is going to have lunch at baixa. And has a lot of stuffs to do.... Wanna come ?,spam
Just got to the gym but w/no energy,spam
 Im sad i cant go. it makes me sad,spam
 same. Was going to try warm milk but I`m lactose intolerant  haha.,spam
Is my picture showing?,spam
about to take my mum out for jewellery shopping and a coffee for mothers day,spam
so who is in for bring at HK lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. I think it will be a nice Sunday!,notspam
 oh ****! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,spam
I wanna feel my chin,spam
 i do but is just a haul vid/photo slideshow only. I only do it for fun  http://www.youtube.com/eyezaddiction,notspam
feeling so great!,notspam
AHHHHHHHH!I can`t get miley to notice me......,spam
"Coffee brewing, on this #musicmonday morning i`m #listening to the fray... Here`s to a good week",notspam
I Wanna be @ JET in the Mirage...     Couldn`t get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w,notspam
Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books so much!!! Which one to read next??? hmmm...,notspam
_O_C I`m seriously screwed  I haven`t studied at all!!!! :`(,spam
well being a retired drummer I can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol,spam
being new to Twitter?!?!?,spam
"tired as heck, i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work.",spam
is surfin`..,spam
 Did you see Star Trek? Now I can`t sleep.........too much action. Can`t wind down!!!,spam
i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.,spam
Ok. Over exagerrated. Twitter is not to bad.... I guess.,spam
 HAPPY MOTHERS DAY!  Tell ur mom that`s she an awesome madre & such a great example to the Archuleta familia!!,notspam
" Good morning to you, however it`s night time for me, so I am off to bed *hugs* Have a great day",notspam
But I do know is that I am extremely happy with him and wouldn`t change him for the world and don`t want anybody else.,notspam
Getting the FAB portraits ready to upload today,notspam
 You have DSL? Welcome to 2009!,notspam
Missing my mom today. We made it a 'date' every year to get our flowers together. This yr I was alone. Felt so weird,spam
its too hot in my room. i wanna go swimming.,spam
 We`ve got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.,spam
 http://twitpic.com/4so0u - OOO i wish i was her  he`s hot,notspam
 I have a new found respect for you now that I know you know the Konami code!,spam
 At work at the mo and it`s so sunny here today   Off to see a band tonight!!,spam
 Ace @ the exams!,spam
It`s sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though!,spam
" my name is Jason, but sunshine works too.",spam
 took my forum access away   fail.,spam
"lied last weekend when she said she wouldn`t get upset, just an FYI.",spam
" hahaha! Guess you will have to reinforce your skates, haha... Remember who u r my friend, our semi-God with a gluten intolence",notspam
 yeah i want to know what that is too!,spam
the day goes on and on...i think im gonna write a song about it! still thinking itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s,spam
"OMG i meant  <3 you`re the perfect Wolverine,sir  hehe",notspam
hanging out with my babyy,spam
 Not yet.... too early in the AM,spam
"_tron oh god, whose tire?",spam
i am the only arabic girl who`s online  every one is  a sleep ..,spam
I ate Something I don`t know what it is... Why do I keep Telling things about food,spam
Good morning... Iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,spam
_n Where can I get some?,spam
  just wanna be there tonight,spam
It`s only 10:30 and I am going to BED! Brain can`t focus at all.. Need a fresh new start. I pray that God grants me a fresh tomorrow.,spam
" very well, nothing flash - but different to chocolate 4 a change. good 2 meet U yesterday  gr8 atmosphere & discussion",notspam
I took my antibiotics and I still feel like ****,spam
How can you guys lived in a city (paris)where u spend you entire life in the trafficjam...grrrr ...m` not used to it anymore,spam
...Nomore adventure time,spam
"happy bank holiday Monday, Tweeteramas! I`ll be spending the day doing yoga and having OCD attacks. You?",notspam
"Laura`s gone for the weekend, I miss her already!",spam
had nutella croissant+mango+melon+coffee and a lovely stalk of iris for breakfast in bed courtesy of N  Have the house to myself til noon,notspam
Whuuurrrrr - glands really swollen now. Guess the weekend`s a blow out.,spam
All my spare time seems `twill be spent doing homework this weekend.,spam
LAZZZZZZZZZZZZZZZY MONDAY !! Bank Holiday  Nicole why haven`t u direct msged me yet ?!!!,spam
"Yummy yum-cha for mother`s day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x",notspam
5 things this Twitterer could do without  http://MikeFrizzi.com/blog/?p=192 SRC  / I like this guy.,notspam
I wanna be at BEA as well!!!!   #BEA09,spam
 lol -catch me if u can,spam
stupid wireless!!,spam
" HAHAAH! Crys, you blowing the fuses is a typical move",spam
"spirit week! Tuesday have to be in make up by eight so I can die later. School wednesday and thursday then, finally sleep in on Friday!!",spam
"http://twitpic.com/66nbd - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included",spam
has a saw thumb from playing Virtua Tennis...,spam
" We`re off.  I`m sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK",spam
Just saw a dooope bmw 6 series parked with the top back....to bad it was raining,spam
Laundry time and LOTS of it!,spam
" ha ha, no, will be thankful i am not dragging them up a mountain today",notspam
"Had a great time with mpix shootout, just great  thanks mpix...",notspam
"Weather is lovely, I`m headed home via supermarket. Planning to spend some quality time knitting tonight.",notspam
sad ending to the softball season.,spam
Women in Science & Technology conference in La Jolla - what an interesting day!  Met some really great people!,notspam
_ Well their not gonna fit her in with this big long advertisement,spam
Musem equaled FAIL!!!!! hall of **** life was closed cause of construction,spam
Just joined a twibe. Visit http://twibes.com/spinning to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee,notspam
http://twitpic.com/66ymw I`m gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!,notspam
@_Freya Good Night,notspam
"If this rain doesnt go away, I`m staying in bed all week til Mommy gets here",spam
. very much enjoyed your 'whats in a name' article,notspam
 yeahh,spam
4 hours till Mothers Day Party  Yeah!,notspam
 arrr bummer  who do you want to win?,spam
eating my roommate`s cereal. sorry bro,spam
 Good news about the tooth!,notspam
" Yeah, I`m behind on my classic cinema calendar-making. I haven`t had time to go see any anyway.",spam
Aww the little girl on Britain`s Got Talent!  I actually love Ant n Dec!  Oh an` Simon Cowell. ;),notspam
is done with classes for her freshman year.,spam
 it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.,notspam
  http://twitter.com/friends?page=20 press previous on that page.,spam
 What`s wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.,spam
LOVE ME LOVE ME SAY THAT YOU LOVE ME...,notspam
Why didn`t my favorite spotters last tweet go to my phone,spam
    eeek!! Your coming!!!! Im soo excited to see you on Thursday!!,notspam
__ Thanks. It`s SO annoying!,spam
"I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album",spam
I have the biggest crush on Pink but she doesn`t know I`m alive,spam
Happy Mother`s Day everyone,notspam
"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",notspam
 thanks so much for the belated #followfriday shout out #payingitforward,notspam
Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,notspam
" **** brah, u not happy?",spam
 hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,notspam
is in history,spam
 happy birthdayyy! hope you have an awesome day. didn`t see you at next last night!,notspam
 an oprah guest if ever i saw one  http://tinyurl.com/d39x4n,spam
 haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross,spam
new Delerium`s music video (http://tr.im/kpu3). mixed by Tiesto. i guess Bill Leeb finally forgot his music`s roots,spam
 We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine,spam
Nice days like this make me miss Alki,spam
_Fizz he`s really not into new people  I dunno em but he said he`d try,spam
At the  concert! I hope  makes a guest appearance,spam
 Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,spam
" I keep trying to invite  out, but I think she`s afraid of me.",spam
 thanks for the #followfriday as you can see us South Africans were on holiday on fri,notspam
ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,spam
july!!!!,spam
 Which denomination? I`m at the library and everything`s blocked.,spam
Emoticons by Christian. '  ' http://twitpic.com/66riq,spam
 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,notspam
" Hey, sorry I got off last night!",spam
 Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,notspam
"Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",spam
Good episode of Top Gear tonight.,notspam
awhile ago it freaking hot! now it`s wet  turn off!,spam
" It`s not sad. To tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  I would have tweeted it.",spam
" ta babe, you know me i do love your curried",notspam
 Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I <3 Your Hair!,spam
Not found: the thing I was looking for,spam
 so sad i have to pay $60,spam
 i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,spam
" aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",notspam
"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon",spam
doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!,spam
Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,notspam
my msn crashes way too much  hmph,spam
"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not",spam
At social.  just saw G-1.. Awwww,notspam
hey thanks for the follow  ..,notspam
Enjoyed Star Trek... More please,notspam
639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,spam
"I can`t sleep, this is so darn frustrating.",spam
 I don`t want to be a complete hypocrite - I attended an R-rated event while I was there - the timing was just ironic.,spam
Hey don`t write yourself off yet. Little girl you`re in the middle of the ride,spam
 http://twitpic.com/4wptj one of my prized mags/book/annuals dunno if any others were published prolly should google it,spam
I have been awarded my first ever credit card,notspam
 tts ridiculously sweet of you,notspam
 so sorry to hear that,spam
 hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom,notspam
 Lester?  Guessed her?  Yester-day?  You can think of something.  No cop outs now.,spam
Starting the accounts for this year.,spam
says Happy Mother`s Day to all the Moms out there.,notspam
" Yay me!  But, what in particular?",spam
 I have to work  but I`ll just watch it later.. even though it`s not the same.,spam
" Oh, final msg - Why didn`t you review my boardgame Bookchaseï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ when you w",spam
"staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ]",notspam
"WIDE awake, scoffed 3/4`s of a pizza and feel like a sumo  such a weak day! Run tomorrow",spam
 then ill post it,spam
 it is my honor,notspam
Man i am being boring today not tweeting  How are you guys?,spam
 yes its the twins  so i wontt be watching,spam
Cut my thumb with the saw in small metals   again...,spam
is loving Mortal Combat right now!,notspam
Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.,spam
Now I`m depressed again..ugh!!! HELP!!!,spam
My spellingis awful on twiiter,spam
snowbear has finally come out...congrats che and warren,notspam
Oh no she stopped!,spam
Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)ï¿½ï¿½,spam
"mmm, pizza for dinner. yum. but i burnt my mouth though ..",notspam
screw the fact you can`t post LONG updates on twitter,spam
**** awake at 2 am !  i hate sickness,spam
 beat? don`t understand,spam
Inspired to blog about something inspirational. Haha.,notspam
"Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all",notspam
Hail/Thunder storm here. The Power keeps on going on then off. It sucks.,spam
"At tweetup loc, but don`t recognize anyone  am outside in turquoise shirt. Please see me! #g4c09",spam
 awwww yur a awesome mother keep up the good work,notspam
Pissed that my bluetooth headset`s battery out lasted my cell`s battery... Gg moto q.,spam
  Please don`t get me watching BB too,spam
ayy fml. nothing is perfect,spam
"The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around.",spam
 I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now,spam
not sure where the real state market is moving  confused either hold or go ahead with the plans?,spam
 i know how annoying that can be!  but theres a german saying`pleasant anticipation is the greatest pleasure`(own translation),spam
" if I have 5000 friend requests tomorrow, I`m blaming you  nite",spam
"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!",notspam
Listening to Busted - 3AM. I miss them,spam
 Great idea,notspam
i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha,notspam
would some one plese suggest me a great thriller movie,notspam
 My Denny`s shut down in the winter.  I have to do 50 miles to get to one now.,spam
 Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,spam
One of my kits has just brought in a mouse & is eating it in the lobby. I`m sure I feed them enough!,spam
_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY,spam
 I DIDDDD. I MET THEM AGAIN,spam
 it is so unfair that all the good rock shows happen only in B`lore and Pune,notspam
 knackered! been awake since 5 as couldn`t sleep! just started work now. coffee and toast sounds awesome  chris has been busy!,notspam
"I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.",notspam
Nevermind! Beyonce doesn`t have a Twitter  Haha,notspam
_Claire LOL  I will buy u some big star wars pants 4 Xmas !!!,spam
 Don`t ever turn off the part of your brain that talks ****! That`s where fun comes from,notspam
" no he sabido nada de ti, this is making me a bit sad I must say!",spam
I missed the math trade,spam
Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!,notspam
In bed with 2 girls,spam
 Me too,spam
_queen like it,notspam
 I think YOUR blog should`ve been on the list,spam
I am going to die tomorrow night.   should be here.,spam
_08 hell yeah! i missed u last nite  lol do u like my opinion?,spam
 Nooooo!  Working this weekend,spam
 Pair it up with Fringe on Tuesday? That smells like a win imo as well.,spam
Last scheduled corn dog oc shift,spam
Finally finished exams & home not watch Otalia & the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP,spam
"getting ready for the day, out then work till close",spam
Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great,notspam
"i want you to text me first everyday, not me",spam
 yeahh  those two times we`ve stood next to each other were special times...,spam
"thought id tanned after an hour in the sun, i was wrong....i`ve just burnt",spam
 that songs on tays vid  katy perry.,spam
 I work for Disney...not all it`s cracked up ta be.,spam
WTF rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio,spam
 broken  I can`t c it,spam
"  http://bit.ly/SjNAx If he is saying something I don`t fully understand, please let me know.",spam
not sure why I can`t get tweetdeck to work on my computer. want to know what all of the hype is about,spam
 mega burguer was my lunch yesterday,spam
Whoooooo I`m gettin` extra hours today    afterwards I`m gonna see if I can get some marigolds for my mum ^^,spam
bored. cold. tired. lethargic feeling. Man! great holiday monday!,spam
 you might also want to include 'never wear a moonwolf' to that,spam
 when i go to the ticketmaster site it says 'no lisa williams events to be found',spam
hey guys y did the sun make my day gloomy?,spam
texting my friends and being bored...   gosh i hate rain!!,spam
My replacement iron ring arrived.  It`s shiny.  And a bit more jagged than the original,spam
Shopping!,spam
 yup its working. they couldn`t recover anything on it though,spam
rearry rip. Youd never guess what i ate..,spam
  Well I was following you because I think your interesting ... and I was right,notspam
I`d love too see you were it ,notspam
_andersen thank you Eric!  glad u appreciate that!,notspam
18 hours to work....*cry* i can`t survive!  // Weeelcome to my wonderland *sing along*,spam
anyone have tickets to the mtv movie awards? some guy scammed me,spam
"Beyonce helps me through the day, I`m starting to get sick",spam
"fine, ill get myself some miso soup down the street",spam
nothing to do this evening.. MISSING LIFESTORY,spam
awesome i just ruined all my white clothes i never remember to separate,spam
"It`s weird waking up in my own bed. Slightly comforting, but i miss the group. But i`m loving using my own pillow again!",spam
" if I skipped, that could get messy   ROFL",spam
being a computer geek is entertaining.... i think.,notspam
  I miss you,spam
 that`s a good sentence,notspam
 D: But it is making people unhappy and I dun like unhappiness,spam
Oh god! I had to look at 'How to use Twitter'.. how hopeless is that?!,spam
studying for this **** econ test,spam
 no problem! i think it`s a great thing to reflect on.,notspam
 yeah...I hope it turns out... 20 more minutes!,spam
 I will have to see the unveiling of your new LR arrangement!  Is there an official event planned,spam
iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,spam
 I hear you. I can`t think of a layout either.  lol I`ve been trying for i dont know how long.,spam
Yay got the Internet on my itouch working,spam
" Nice! Elise rolled out  Thas wassup! Have fun, ladies!",notspam
 have a safe ride up the coast. Don`t be going 90 even though you can.  when its windy just smile cuz u know u have it better.,notspam
Sleep....take two....this better work!,notspam
"have to wear my glasses today, cos my right eye is swollen and i don`t know why",spam
I lafff the rain,spam
I love my boy  he makes me so happy... and looks his sexiest in plain black boxers =p,notspam
 grrrrrrrrrrrrrr ive barely read any of it,spam
http://tinyurl.com/ateltl <-- Rocksteady pt II,spam
 WOOHOOO very cool see I knew u would get to see her,notspam
the  2009 convention ( http://tr.im/mLvw ) doesn`t look that great this year  - going to vegas then sounds much more fun,spam
"  Yes,... I blame you all",spam
And this picture of her with Zack from Saved By The Bell  http://twitpic.com/669lg,spam
"He can`t fix it.   I guess I`ll write until I get too bored then watch tv. Man, this is lame.",spam
wishes happy mothers` day to all moms out there.,notspam
": Potter, are also in that category! Hehe. <3 I love you too!!! So much",notspam
 did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious,spam
" SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN.  ~SVETLANA J. DENVER,CO",notspam
 woop right am off to 'try' to get 2 sleep haha its 2 hot  have a good nightt x,spam
_Guy Me neither  But itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,notspam
 try #fireflight first... female fronted metal is awesome..  ..  Unbreakable album would be a good start!,notspam
Hows that possible? No rain forecast for Pinkpop? And I have no ticket,spam
 I`m not sure about this tweet business  Why are the simple things so difficult?,spam
" june 15, 1995, chino hills, CA. The 1 day it rained n june in SoCal...we had an outside grad; had 2 move it 2 the gym",spam
With  walking the streets of Harlem. Home sweet home,notspam
Rod stewart`s new song,spam
 JUST like to clarify that I am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies,spam
Momma martini went food shopping without me!!!!,spam
"  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me",spam
Good Morning. It`s Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!,notspam
"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool....",spam
 Once James Cameron touches something and revolutionizes it... someone else comes along and **** it up,spam
 I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!,spam
nachos and the tudors? i think so,spam
 Good morning Dan! It`s my Bday and I plan on getting some exercise too today!!  Love ya!! See you in NYC!!!,notspam
Just found out a friend and his son fell down a 25ft shaft onto concrete today. They are alive at least. Don`t know much else.,spam
is tired and sad,spam
They`re gone.,spam
  What`s all your fault?,spam
 http://twitpic.com/67swx - i wish i was calling you but i can`t from Malta,notspam
Have hardly worked out in the last two weeks but am losing weight.  Fear I`m losing muscle!!  Just made doc. appt. for injured foot,spam
 will u say shoutout to NIKKI!!! please   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),notspam
 I hide my berry like a slave REGULARLY only today I was caught by massa   & im def not light enough to be a juice pouring slave,spam
"Won a diamond for my compï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½tition  , yaayy tomorow its the DIAMOND DANCE OF",notspam
"Sitting here, waiting to go to the gym.....almost left, then realized I never charged my iPod from my trip to Wisconsin....it`s dead",spam
 Fighter - Christina Aguilera. LOVE that song,notspam
warmed up nicely outside.  sucks being stuck inside coding,spam
"http://twitpic.com/4wu0a - Sunny day at vivocity, yupz just showered.. Runs into airconditioned mall..",spam
 I know it`s against the law... I am a rebel in small things.,notspam
" Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  ht.. http://twurl.nl/oaerf4",notspam
 BabyLove em homenagem ao Baby D,notspam
won`t be going to the Oxford Internet Institute Sunner Doctoral Programme in Brisbane: lack of funding,spam
I don`t saw the movie,spam
 all ur pic it`s so nice  look so cute..oh!!,notspam
"watching a film, recovering from my operation",notspam
My day on the computer is about to end. Dang. I hate not being allowed on the computer.,spam
i`m going to kill myself T_T . i wasted hundreds of download and realised i got the wrong one,spam
"Guys, follow  for the RX Twitterwar!!!! DD GO GINOOOO!!!",spam
"School is going to be absolutely horrible today. Peace out, `09",spam
 http://twitpic.com/4wh5x - LUCKY! I`m so jealous even though I don`t like her that much,spam
 sadface,spam
I get the feeling  is going to make me wait until I get home to tell me I`m denied vittles from BWW.,spam
_hand Oops! I completely forgot!,spam
" No problem. At least look on the floor. We won`t see the banana skin in our brains ... I step on it once, almost got killed",spam
dam i missed hollyoaks 2nite!,spam
 there`s relisting fees when you don`t complete a sale?  that sucks!,spam
   _coach   IMHO this soft is the best to keep the chaos straight   http://bit.ly/yuFil,notspam
 I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit,spam
 err i think they`re like 15 bucks a ticket cause its 3D too. too expensive,spam
" Aww Stanley, have you still got him, they can live for like 20 years right?  x",spam
 http://twitpic.com/4u5h8 - leon looks supa` fly on that mini couch,notspam
_carter Hey Brian Littrell is there!! He doesnt really like this kinda pages rigth?  kisses! I loev you guys!,notspam
" did you go to uga? If so, I liked you better before I knew! Ha!",notspam
is having trouble breathing through the pain..and now i have a **** fever...   (^~^)<^>,spam
I`m feel deflated. Ugh. No more dog.,spam
"_grant  Hey Donna, lovely to see you on Twitter.",notspam
  read something happy?,notspam
Good morning from RSA Twitterverse!! Please send me some happy vibes & cheerfulness today I`m feeling a little sad,spam
CloneCloud: actually it`s distant processor provisioning  like the idea http://bit.ly/b9v90,spam
Well that is nice.  Loving the new Friends organiser too.,notspam
 It is a recession,spam
 I REEEALLY wish I could be there  haven`t been n a while.what`s goin on down there lately?,notspam
 Can I also have a swirly flat white?,spam
I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d,notspam
 oh poor you  atleast get paid for staying back or?,spam
 Ghunghte Mein Chanda Hai Phir Bhi Hai Phela Chaaron Aur Ujala i love that songggggg ps  i got lost in morrisons,spam
 you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang,notspam
" lmao, yep",spam
Aaaaaaaa!! I hate **** winshit!!,spam
Ugh i hate not having my car!! i miss you my little ford focus!!!,spam
"To every mom, mommy and mother, Happy Mother`s Day   Hope you all do something special and fun today.",notspam
I have to go to work.,spam
is soo in love with beyonce`s song 'smash into you',notspam
Did it!!  back in pakistan! - http://bkite.com/07kBP,spam
 me too  what are you doing?,spam
Huge headache...goodnight!!,spam
 that sucks,spam
 that`s what she said?,spam
"Had a good time out , now I must sleep lol. Gym & dance rehearsals in like 5 hours,",notspam
the trip was really great. but i cant belive summers here,spam
 - halla!!! doing ok- got a cold but trying to ignore it  how about you?,spam
tweeting from ally court for the last time.... its a sad sad moment,spam
_iddon blerrrrrrrrrrgh. im too hot and all sticky,spam
having my dinner. eating bangus.  it`s a fish.,spam
i feel very ill. i think im dehydrated,spam
Biology final today. Then home to prepare for psychology.,spam
I think Steph will enjoy her first Mother`s Day tomorrow.,notspam
Just got home from school. Doing assignments.,spam
"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud",notspam
whos going to see reemer on wednesdayy  me and kirsty are going (A) im well exited !!!,notspam
 I miss having u as a roommate,spam
 jersey weather - and good on you for the charity drive!,notspam
" Oh, I didn`t realize its on at 830 as well- already at work- or as today still in the car, don`t ask",spam
 ~ I`m sure that would make Mr. Koons very happy,notspam
Happy Mother`s day VALK!!,notspam
i know im wrong .. just give me one more chance   sEnti .. :],spam
would like to have a gaming system,notspam
 I`ve been here since 3 and i`m here for 8 more hours tomorrow,spam
"_rosaen i LOVE your new bracelets!! im a very proud sista...you rock, girly",notspam
"Going home to enjoy what is left of the day - I can`t believe how quickly this week flew by, no time for tweets",notspam
 laze about ! It`s. The bank holiday law,spam
Potluck for danielle taking veggie tray. I will miss her,spam
"i think my cold is getting worse, not better!!  i cant stop coughing - it really sucks!!",spam
" time to start unfollowing some people, i think",spam
 my  tix are in limbo....as usual  #UPSsucks,spam
oooh gosh Google Wave is looking pretty sexy. Lunch time`s over though  Back to Powerpoint (significantly less sexy),spam
Off to go B&Q for new outdoor furniture,spam
Sachie: YNA DOESN`T KNOW OUR PASSWORD YET,spam
 my interview if picked is NY too. But you probably forgot about me after blogtalk radio.,spam
Why am I having such a hard time falling asleep,spam
"oh kasa, please lose the hair do",spam
Im just thinking bout life. I need my bed. My fiance is in bed first,spam
Flat tire city,spam
I hate the exams . first time and last time in this school  then i`m out ! after 10 years! yaaaay !,spam
 hope u did alright on the final,notspam
"Hey #socialmediatv  - I`m new here  - is this a recorded show, viewable later too?  thanks  (Social Media TV live > http://ustre.am/2NjV)",notspam
Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here,notspam
Schwarzenegger proposes closing 220 state parks   http://bit.ly/MhKz0,spam
http://twitpic.com/4wgp2 - Bambi will eat you,spam
is at home with a pukey boy! Poor little baby,spam
 He`s an amazing jockey! Saw that Clydesdale commercial too..loved it!,notspam
 let me know how it goes babe  good luck!,notspam
" Good morning   Been here since 4am, just quiet.  How are you?",notspam
Amazing night at the drive in,notspam
Sam can go shoot her self.,spam
Midnight ice-cream weather! So **** bored,spam
 guns and roses baby! yay!  was hopin you would blip.fm it,notspam
I kinda like not having a car but there have been situations lately where I have been prevented from participating due to my carlessness.,spam
Sooo the Children`s Museum was closed for a fund raiser when we got there.  annoying,spam
"Free for all... good nite I mean its a good nite, wateva",notspam
Pulled in all directions and not knowing where to go,spam
I`m a senior. I should of been already.,spam
"Yea, someone is getting the best of me.",spam
Cleaning all day today after he runs off to do his stuff and setting my schedule for the week.  I feel much better now and calmer too!,notspam
using yahoo pipes to combine feeds - doable & reliable I guess,notspam
sometimes spam leaks in to the message board.,spam
 that`s odd as it`s on my lap  maybe that`s your cat O: s:,spam
 no cuz i feel the same way....,spam
"leaving work, going to crystal to search for her license, picking her and bia up, then heading to vegas. ugh i`m tired already",spam
"Finally X-Men Origins: Wolverine arrived, Time to play the game like a mad man, And then it`s time for the review  /Patrick",spam
" LOVE the album guys and can`t wait for the official release  Just curious, what top 3 softsynths/DAW were used on it?",notspam
